run_id,task_id,group_id,replicate,task_key,difficulty,budget_tier,agent_style,status_external,status_internal,started_at,finished_at,run_config_path,event_log_path,snapshot_path,report_path,freeze_id,pending_action_type,execution_error
issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01,issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01,E1,1,high_solubility,easy,low_cost_first,multi_branch_selection,DONE,DONE,2026-04-22T03:19:35+00:00,2026-04-22T03:24:07+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r01_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02,issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02,E1,2,high_solubility,easy,low_cost_first,multi_branch_selection,DONE,DONE,2026-04-22T03:24:07+00:00,2026-04-22T03:28:27+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_high_solubility_r02_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01,issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01,E1,1,secondary_balance,medium,standard,multi_branch_selection,DONE,DONE,2026-04-22T03:28:27+00:00,2026-04-22T03:32:54+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r01_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02,issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02,E1,2,secondary_balance,medium,standard,multi_branch_selection,DONE,DONE,2026-04-22T03:32:54+00:00,2026-04-22T03:37:13+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E1_secondary_balance_r02_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01,issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01,E2,1,enzyme_like_fold,medium,standard,reflection_recovery,DONE,DONE,2026-04-22T03:37:13+00:00,2026-04-22T03:41:35+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r01_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02,issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02,E2,2,enzyme_like_fold,medium,standard,reflection_recovery,DONE,DONE,2026-04-22T03:41:35+00:00,2026-04-22T03:45:57+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_enzyme_like_fold_r02_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01,issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01,E2,1,binding_scaffold,hard,high_cost_sensitive,reflection_recovery,DONE,DONE,2026-04-22T03:45:57+00:00,2026-04-22T03:50:16+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_binding_scaffold_r01_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01,issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01,E2,1,high_solubility,easy,low_cost_first,reflection_recovery,DONE,DONE,2026-04-22T03:50:16+00:00,2026-04-22T03:54:30+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r01_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02,issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02,E2,2,high_solubility,easy,low_cost_first,reflection_recovery,DONE,DONE,2026-04-22T03:54:30+00:00,2026-04-22T03:58:53+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_high_solubility_r02_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01,issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01,E2,1,secondary_balance,medium,standard,reflection_recovery,DONE,DONE,2026-04-22T03:58:53+00:00,2026-04-22T04:03:10+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r01_denovo.md,issue199-platform-freeze-20260412,,
issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02,issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02,E2,2,secondary_balance,medium,standard,reflection_recovery,DONE,DONE,2026-04-22T04:03:10+00:00,2026-04-22T04:07:36+00:00,output/experiment/w12-expr-3/issue172-horizontal/issue172-live-qwen-flash-tunnel-r1/run_configs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02.json,data/logs/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02.jsonl,data/snapshots/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02.jsonl,output/reports/issue172-live-qwen-flash-tunnel-r1_E2_secondary_balance_r02_denovo.md,issue199-platform-freeze-20260412,,
